School Year,Topic,Grade,District,Proficient,Total
2020,Math,5,5163,32.0,47.0
2016,Math,11,6579,217.0,256.0
2023,Math,3,621,240.0,284.0
2025,Reading,8,6536,64.0,90.0
2019,Math,6,225,231.0,283.0
2015,Math,4,6534,44.0,53.0
2020,Math,11,6264,36.0,51.0
2019,Reading,3,6509,18.0,21.0
2017,Math,3,4269,34.0,40.0
2020,Math,8,4599,44.0,53.0
2025,Reading,6,3978,23.0,29.0
2016,Reading,11,4043,55.0,72.0
2021,Math,7,2682,25.0,32.0
2022,Reading,11,6460,40.0,55.0
2022,Math,8,1863,578.0,745.0
2022,Reading,3,333,20.0,23.0
2023,Reading,8,5823,40.0,60.0
2021,Math,3,6264,43.0,53.0
2021,Math,11,6943,22.0,23.0
2017,Math,7,1071,84.0,117.0
2015,Reading,8,472,74.0,99.0
2025,Math,3,6633,13.0,13.0
2025,Reading,4,6012,30.0,38.0
2023,Reading,5,916,11.0,17.0
2020,Reading,8,1926,46.0,58.0
2024,Math,11,513,22.0,28.0
2020,Math,6,4149,63.0,74.0
2020,Reading,11,4779,78.0,93.0
2017,Reading,6,6102,81.0,131.0
2019,Reading,8,5832,13.0,18.0
2018,Reading,4,5922,25.0,29.0
2022,Math,11,225,261.0,296.0
2024,Math,4,3841,42.0,52.0
2018,Math,8,6460,40.0,53.0
2014,Reading,8,5250,192.0,248.0
2016,Reading,4,2313,192.0,265.0
2020,Reading,7,2709,113.0,134.0
2020,Reading,8,3033,47.0,64.0
2017,Math,7,1368,40.0,69.0
2019,Math,5,1413,37.0,38.0
2017,Reading,6,1701,57.0,93.0
2020,Math,3,4644,31.0,34.0
2024,Reading,6,6039,519.0,882.0
2018,Reading,8,4617,85.0,103.0
2023,Reading,3,5805,51.0,72.0
2016,Math,8,1963,34.0,43.0
2024,Math,4,5751,41.0,48.0
2018,Math,5,3186,21.0,25.0
2021,Math,5,5337,26.0,27.0
2014,Reading,8,576,48.0,61.0
2024,Reading,3,4775,11.0,14.0
2017,Reading,6,4599,38.0,57.0
2014,Math,11,81,74.0,96.0
2017,Math,7,6975,54.0,71.0
2025,Reading,8,4978,7.0,12.0
2022,Math,11,576,25.0,32.0
2022,Math,4,6992,25.0,31.0
2018,Math,5,2977,30.0,38.0
2022,Reading,3,3195,58.0,70.0
2023,Reading,11,504,57.0,69.0
2025,Math,7,6264,46.0,53.0
2020,Math,11,4773,43.0,52.0
2020,Reading,4,6750,10.0,14.0
2017,Reading,3,1079,55.0,70.0
2018,Math,4,5013,133.0,146.0
2014,Math,8,2151,19.0,24.0
2017,Reading,5,2376,26.0,31.0
2017,Reading,7,6460,39.0,50.0
2023,Reading,7,2322,109.0,145.0
2020,Math,6,3231,401.0,443.0
2017,Reading,5,3609,15.0,26.0
2020,Reading,5,5868,10.0,13.0
2015,Reading,11,6700,32.0,36.0
2023,Reading,5,7047,20.0,25.0
2015,Math,11,3744,37.0,40.0
2024,Reading,11,5325,37.0,46.0
2016,Reading,8,4778,19.0,27.0
2023,Reading,11,5508,17.0,18.0
2023,Reading,7,6093,63.0,87.0
2023,Math,8,4356,41.0,60.0
2023,Math,8,6219,90.0,126.0
2014,Reading,8,2826,97.0,123.0
2025,Reading,5,6700,19.0,27.0
2022,Reading,5,3555,39.0,41.0
2023,Reading,11,882,216.0,256.0
2017,Reading,5,1218,21.0,23.0
2014,Math,4,225,282.0,299.0
2017,Math,5,4617,81.0,93.0
2020,Reading,6,3600,141.0,180.0
2015,Reading,8,6039,577.0,998.0
2020,Reading,7,1619,58.0,76.0
2024,Math,3,7056,91.0,123.0
2024,Math,6,3465,17.0,19.0
2025,Math,5,126,64.0,84.0
2023,Reading,3,6950,95.0,117.0
2018,Math,5,819,38.0,50.0
2015,Math,11,2016,23.0,26.0
2015,Math,4,3555,45.0,48.0
2016,Math,11,999,119.0,133.0
2019,Math,5,5823,25.0,29.0
2020,Math,7,5256,31.0,45.0
2014,Math,11,5805,56.0,80.0
2018,Math,5,2673,33.0,41.0
2025,Math,4,6762,54.0,61.0
2017,Reading,11,3816,25.0,29.0
2021,Reading,4,5486,19.0,21.0
2023,Math,3,6101,406.0,466.0
2017,Reading,7,5643,62.0,72.0
2019,Math,4,1791,48.0,54.0
2023,Math,6,2369,17.0,24.0
2016,Reading,8,6579,214.0,266.0
2017,Reading,8,6138,20.0,37.0
2020,Math,11,1215,12.0,19.0
2023,Reading,11,1206,55.0,65.0
2019,Reading,8,6975,44.0,68.0
2020,Reading,7,4777,30.0,47.0
2018,Math,11,6264,51.0,68.0
2021,Reading,8,6091,19.0,28.0
2022,Math,4,3609,29.0,29.0
2016,Math,11,4203,65.0,69.0
2025,Reading,5,5625,50.0,62.0
2023,Math,4,9,24.0,27.0
2020,Reading,7,846,28.0,38.0
2022,Math,6,1211,65.0,81.0
2019,Reading,7,5256,27.0,39.0
2017,Reading,7,6633,27.0,33.0
2025,Reading,5,2781,53.0,67.0
2014,Math,8,4878,43.0,64.0
2023,Math,6,846,29.0,32.0
2020,Reading,7,1134,22.0,29.0
2017,Math,3,2781,60.0,86.0
2023,Reading,8,1737,965.0,1956.0
2019,Reading,7,4776,36.0,48.0
2019,Math,11,1701,138.0,175.0
2020,Math,8,1576,99.0,126.0
2018,Math,3,6660,98.0,122.0
2016,Math,8,585,33.0,50.0
2022,Math,5,1053,869.0,1095.0
2019,Reading,11,1791,69.0,78.0
2023,Math,8,540,39.0,46.0
2021,Math,7,2016,16.0,20.0
2025,Reading,7,1611,634.0,998.0
2014,Reading,4,6741,32.0,39.0
2023,Reading,11,5895,12.0,13.0
2025,Math,3,7056,102.0,116.0
2021,Math,7,5823,21.0,29.0
2021,Reading,11,936,47.0,57.0
2017,Math,11,4788,31.0,38.0
2019,Math,3,4644,27.0,27.0
2020,Math,3,1095,36.0,36.0
2020,Math,7,6660,89.0,107.0
2017,Reading,4,657,32.0,44.0
2023,Math,6,3348,26.0,40.0
2024,Reading,3,126,55.0,74.0
2019,Math,4,6983,34.0,40.0
2022,Reading,3,1218,13.0,16.0
2021,Reading,8,1218,16.0,23.0
2018,Math,3,3114,236.0,277.0
2022,Reading,4,1970,22.0,28.0
2019,Reading,5,6534,32.0,41.0
2024,Reading,7,1963,35.0,47.0
2024,Reading,8,6615,36.0,42.0
2024,Reading,11,2205,10.0,17.0
2025,Math,5,1926,28.0,42.0
2021,Math,3,1093,36.0,48.0
2024,Reading,6,5976,40.0,61.0
2018,Math,3,1095,42.0,43.0
2016,Math,4,1619,68.0,87.0
2014,Math,11,846,41.0,56.0
2025,Math,6,5250,285.0,301.0
2017,Math,11,1044,296.0,340.0
2017,Reading,6,6453,28.0,40.0
2025,Math,11,6961,247.0,265.0
2018,Math,5,4041,80.0,92.0
2019,Math,5,4437,25.0,28.0
2020,Reading,5,63,26.0,28.0
2024,Reading,3,63,28.0,33.0
2019,Reading,8,3168,17.0,22.0
2018,Reading,3,1278,215.0,288.0
2014,Math,8,9,44.0,49.0
2023,Math,7,234,69.0,75.0
2022,Reading,11,1965,15.0,18.0
2024,Math,7,225,258.0,278.0
2023,Math,4,5160,62.0,74.0
2021,Reading,11,1368,41.0,59.0
2018,Reading,3,585,37.0,44.0
2022,Reading,7,5486,22.0,27.0
2025,Math,4,4104,227.0,320.0
2021,Reading,7,4751,20.0,34.0
2024,Math,5,6100,24.0,28.0
2020,Math,7,1926,52.0,65.0
2018,Math,7,6460,43.0,59.0
2021,Reading,4,4890,51.0,58.0
2025,Math,6,5049,192.0,275.0
2020,Math,8,5139,8.0,12.0
2025,Math,11,6867,103.0,118.0
2021,Reading,8,2113,17.0,27.0
2017,Math,11,4041,109.0,138.0
2015,Reading,11,423,28.0,37.0
2020,Math,8,4689,31.0,37.0
2021,Reading,4,1082,80.0,98.0
2020,Reading,8,3060,71.0,81.0
2018,Math,11,882,252.0,323.0
2018,Reading,11,6091,25.0,44.0
2024,Reading,8,1093,29.0,48.0
2022,Math,4,3906,29.0,37.0
2023,Math,6,3715,416.0,503.0
2020,Math,7,6264,50.0,67.0
2025,Math,11,3042,50.0,54.0
2020,Math,4,6579,229.0,260.0
2025,Math,3,1134,14.0,15.0
2020,Reading,3,7047,26.0,30.0
2024,Reading,3,2556,15.0,20.0
2018,Reading,5,4761,25.0,31.0
2021,Reading,11,6592,37.0,50.0
2024,Reading,4,3105,64.0,79.0
2014,Reading,8,3312,83.0,138.0
2016,Math,11,4491,20.0,27.0
2020,Reading,5,3465,18.0,19.0
2021,Math,11,6660,103.0,128.0
2020,Math,5,5724,14.0,19.0
2020,Reading,3,6516,7.0,14.0
2024,Math,5,5625,31.0,37.0
2023,Reading,11,576,37.0,45.0
2017,Math,8,6961,132.0,169.0
2020,Math,7,1576,129.0,147.0
2018,Math,8,4437,25.0,33.0
2021,Reading,8,576,27.0,40.0
2018,Math,3,5463,50.0,79.0
2022,Math,8,7098,37.0,42.0
2015,Math,4,18,17.0,20.0
2025,Math,10,126,79.0,99.0
2025,Math,11,3168,52.0,56.0
2025,Reading,11,4505,12.0,14.0
2024,Math,4,261,642.0,699.0
2014,Math,8,873,27.0,46.0
2022,Math,7,6992,30.0,36.0
2020,Reading,3,4041,57.0,71.0
2020,Math,4,1095,35.0,40.0
2016,Reading,4,6795,388.0,625.0
2018,Math,11,5250,232.0,270.0
2019,Reading,6,7047,20.0,28.0
2020,Reading,5,513,32.0,34.0
2014,Math,4,5256,34.0,46.0
2019,Math,4,5301,12.0,17.0
2014,Math,4,1107,73.0,89.0
2017,Math,5,936,51.0,68.0
2025,Reading,3,63,31.0,34.0
2014,Reading,4,4131,210.0,282.0
2014,Math,4,981,72.0,90.0
2022,Reading,5,1221,86.0,102.0
2015,Reading,8,6417,21.0,28.0
2018,Math,4,6165,15.0,15.0
2024,Math,6,4419,32.0,59.0
2017,Reading,11,1093,39.0,57.0
2018,Math,6,6591,35.0,44.0
2020,Reading,11,1413,26.0,31.0
2017,Math,7,6509,30.0,35.0
2025,Math,3,3978,31.0,36.0
2020,Math,4,4797,145.0,161.0
2025,Math,8,6983,52.0,64.0
2022,Reading,3,81,59.0,75.0
2023,Math,7,2403,51.0,59.0
2016,Reading,8,6099,33.0,46.0
2021,Math,5,4203,56.0,60.0
2014,Math,11,6750,17.0,21.0
2018,Math,8,3375,128.0,157.0
2023,Math,4,5139,13.0,13.0
2023,Reading,6,6867,66.0,89.0
2023,Math,5,3841,38.0,51.0
2020,Reading,5,5742,56.0,73.0
2019,Reading,5,999,94.0,112.0
2017,Math,7,594,35.0,51.0
2021,Reading,8,819,32.0,47.0
2020,Reading,6,5625,23.0,36.0
2025,Math,5,4509,15.0,19.0
2017,Reading,7,6854,39.0,52.0
2025,Reading,6,6700,25.0,32.0
2017,Reading,11,18,17.0,24.0
2019,Reading,6,4581,247.0,357.0
2024,Reading,6,1152,55.0,75.0
2017,Math,6,1701,67.0,93.0
2023,Math,11,6795,349.0,518.0
2020,Math,5,1965,28.0,30.0
2021,Math,3,3348,23.0,36.0
2016,Math,8,1576,109.0,120.0
2020,Math,5,2682,23.0,26.0
2017,Math,3,1107,65.0,97.0
2025,Math,8,1332,37.0,44.0
2019,Reading,8,3204,43.0,65.0
2016,Math,8,2088,31.0,51.0
2025,Math,6,6099,38.0,41.0
2025,Reading,7,6961,174.0,211.0
2020,Math,8,5283,29.0,35.0
2020,Reading,6,234,58.0,71.0
2024,Reading,11,3942,34.0,42.0
2025,Reading,8,4787,8.0,11.0
2015,Math,4,5607,41.0,52.0
2025,Reading,7,2682,25.0,37.0
2018,Reading,7,2862,39.0,50.0
2023,Math,6,6822,465.0,531.0
2021,Math,6,6030,51.0,60.0
2019,Reading,5,4033,27.0,33.0
2017,Reading,6,3195,64.0,81.0
2021,Reading,4,6003,15.0,18.0
2023,Reading,6,6219,55.0,123.0
2022,Reading,8,4043,34.0,41.0
2014,Math,4,1917,29.0,39.0
2018,Reading,6,126,61.0,78.0
2020,Math,11,6100,57.0,69.0
2023,Math,6,1044,270.0,312.0
2018,Reading,7,4446,71.0,87.0
2019,Reading,8,3312,97.0,156.0
2023,Reading,11,1221,87.0,107.0
2025,Math,4,6969,18.0,21.0
2021,Reading,11,2457,29.0,33.0
2019,Math,6,243,13.0,16.0
2019,Reading,5,4776,31.0,41.0
2023,Reading,5,2295,65.0,79.0
2022,Math,8,3033,53.0,64.0
2017,Math,4,1611,784.0,1037.0
2019,Reading,3,6975,55.0,83.0
2014,Reading,8,1368,43.0,81.0
2021,Math,8,99,40.0,48.0
2024,Math,8,7029,61.0,65.0
2018,Reading,5,414,31.0,37.0
2020,Reading,4,1197,42.0,53.0
2021,Math,4,4203,55.0,57.0
2024,Math,11,1082,114.0,129.0
2022,Reading,3,3600,114.0,153.0
2022,Math,6,6101,361.0,433.0
2023,Math,8,2977,21.0,34.0
2023,Math,6,6012,35.0,42.0
2023,Reading,7,6975,56.0,89.0
2020,Reading,11,4878,40.0,50.0
2025,Math,10,3330,15.0,16.0
2023,Reading,8,1989,18.0,38.0
2020,Math,5,4751,30.0,39.0
2018,Reading,11,27,90.0,121.0
2021,Math,7,1089,42.0,42.0
2020,Math,3,1737,1369.0,2166.0
2020,Reading,7,5256,28.0,45.0
2022,Math,11,1107,87.0,124.0
2025,Math,4,914,30.0,36.0
2014,Reading,11,99,37.0,52.0
2021,Reading,4,4761,17.0,20.0
2025,Math,5,6969,18.0,23.0
2018,Reading,11,4572,21.0,27.0
2016,Reading,8,4869,87.0,128.0
2017,Math,4,4536,105.0,137.0
2020,Reading,4,5697,30.0,37.0
2024,Math,8,6471,21.0,31.0
2024,Math,11,1917,24.0,28.0
2024,Reading,3,3375,89.0,113.0
2022,Math,6,4122,22.0,34.0
2024,Reading,5,423,10.0,16.0
2023,Math,3,5283,27.0,29.0
2017,Reading,3,4203,52.0,61.0
2021,Math,4,2781,49.0,68.0
2016,Math,8,7029,57.0,70.0
2020,Math,4,5139,8.0,10.0
2018,Math,5,1134,15.0,23.0
2022,Reading,7,4878,41.0,46.0
2017,Reading,11,171,37.0,49.0
2024,Math,6,977,30.0,46.0
2018,Math,3,2727,35.0,43.0
2020,Math,11,999,102.0,120.0
2020,Math,4,1926,32.0,36.0
2021,Reading,6,4149,75.0,86.0
2024,Math,3,6512,13.0,17.0
2025,Reading,8,5751,38.0,48.0
2019,Reading,4,3348,37.0,44.0
2017,Math,3,441,31.0,39.0
2017,Reading,7,6175,47.0,63.0
2019,Reading,7,4269,21.0,36.0
2019,Math,11,6950,134.0,156.0
2017,Reading,3,5166,116.0,131.0
2024,Reading,3,1972,27.0,32.0
2022,Math,3,1053,829.0,1083.0
2017,Math,11,2772,15.0,19.0
2021,Math,6,1152,62.0,74.0
2022,Math,6,1972,35.0,37.0
2022,Reading,3,846,30.0,37.0
2024,Math,8,1107,72.0,101.0
2020,Reading,11,4023,43.0,47.0
2017,Reading,6,916,10.0,15.0
2019,Math,7,576,32.0,49.0
2022,Math,5,6536,73.0,84.0
2022,Reading,6,981,98.0,127.0
2017,Math,3,1089,34.0,44.0
2021,Math,5,4869,71.0,84.0
2017,Reading,11,1233,69.0,84.0
2024,Math,3,99,31.0,39.0
2014,Math,8,1080,43.0,50.0
2022,Reading,3,6750,15.0,16.0
2022,Reading,5,2088,39.0,45.0
2022,Math,8,5607,42.0,54.0
2017,Reading,7,1965,32.0,38.0
2023,Reading,3,3691,31.0,39.0
2023,Reading,8,6750,3.0,10.0
2024,Reading,4,6012,29.0,38.0
2020,Math,7,126,74.0,93.0
2022,Reading,11,2457,24.0,35.0
2018,Reading,3,747,36.0,45.0
2022,Reading,11,3555,46.0,52.0
2021,Math,4,6992,31.0,35.0
2017,Math,5,2088,39.0,41.0
2019,Math,5,6273,37.0,45.0
2020,Reading,4,6592,37.0,43.0
2020,Reading,8,6943,23.0,26.0
2019,Reading,8,126,78.0,91.0
2024,Math,4,4788,28.0,33.0
2024,Reading,11,4043,49.0,54.0
2022,Math,4,2502,31.0,43.0
2025,Math,6,243,13.0,20.0
2017,Math,5,6536,71.0,92.0
2021,Reading,7,4776,25.0,39.0
2022,Math,5,1233,87.0,109.0
2023,Reading,4,4419,37.0,44.0
2022,Reading,7,1476,372.0,528.0
2025,Reading,4,279,48.0,55.0
2017,Math,4,549,30.0,31.0
2019,Reading,6,5616,14.0,23.0
2022,Reading,8,2016,15.0,19.0
2018,Math,4,4509,19.0,20.0
2024,Reading,8,3204,38.0,55.0
2023,Reading,6,6138,21.0,30.0
2023,Reading,3,4662,53.0,68.0
2018,Reading,11,1638,101.0,116.0
2019,Math,7,5832,20.0,20.0
2023,Math,7,3600,118.0,135.0
2016,Math,11,2511,107.0,123.0
2020,Reading,3,1197,40.0,59.0
2021,Math,4,4788,30.0,35.0
2019,Reading,6,6633,21.0,26.0
2017,Math,3,1611,774.0,1061.0
2025,Reading,7,4527,35.0,46.0
2016,Reading,11,1963,40.0,51.0
2025,Math,4,6096,28.0,36.0
2025,Reading,6,540,29.0,38.0
2024,Math,7,6534,48.0,60.0
2025,Reading,8,1975,22.0,29.0
2024,Reading,5,1278,199.0,251.0
2017,Math,7,355,19.0,27.0
2014,Math,8,1737,1137.0,2086.0
2020,Math,7,99,38.0,46.0
2020,Math,5,6651,19.0,22.0
2023,Reading,4,2295,68.0,81.0
2018,Reading,8,1211,74.0,94.0
2020,Math,3,6867,79.0,85.0
2022,Math,11,4778,21.0,24.0
2023,Reading,4,5256,45.0,54.0
2023,Reading,5,1071,57.0,82.0
2018,Math,3,6408,56.0,64.0
2015,Reading,4,2403,50.0,66.0
2021,Reading,3,1116,71.0,82.0
2017,Math,4,5310,23.0,38.0
2019,Reading,8,6921,25.0,32.0
2015,Math,8,2124,58.0,89.0
2022,Reading,8,3150,69.0,87.0
2022,Reading,4,6462,10.0,11.0
2020,Math,4,2457,26.0,31.0
2017,Reading,8,1233,76.0,105.0
2021,Reading,11,4554,85.0,97.0
2020,Reading,8,6840,139.0,161.0
2017,Reading,7,5697,27.0,43.0
2025,Reading,10,225,251.0,266.0
2025,Math,11,4527,31.0,33.0
2022,Math,4,2556,26.0,29.0
2017,Reading,5,2520,20.0,22.0
2023,Math,11,3330,18.0,18.0
2024,Reading,8,3744,24.0,40.0
2025,Reading,8,5463,57.0,75.0
2018,Reading,5,4356,41.0,52.0
2020,Reading,11,5184,79.0,111.0
2023,Math,11,7092,28.0,34.0
2021,Math,11,4269,28.0,32.0
2021,Reading,5,4122,23.0,33.0
2021,Reading,5,6937,35.0,50.0
2017,Math,5,4878,42.0,52.0
2022,Math,8,6417,11.0,13.0
2020,Math,3,1968,39.0,61.0
2025,Math,6,4784,199.0,212.0
2018,Reading,4,6012,31.0,41.0
2023,Math,6,4869,44.0,56.0
2017,Reading,8,7002,14.0,18.0
2016,Math,11,5724,16.0,20.0
2025,Reading,4,1221,104.0,137.0
2024,Reading,8,1413,23.0,33.0
2018,Reading,7,414,39.0,49.0
2018,Math,5,4446,47.0,62.0
2016,Math,8,6969,32.0,40.0
2018,Math,11,2124,66.0,98.0
2024,Reading,5,5832,10.0,11.0
2014,Math,8,2403,62.0,84.0
2022,Reading,6,6591,20.0,29.0
2022,Reading,11,5949,58.0,71.0
2022,Math,3,5160,68.0,72.0
2022,Reading,3,4068,17.0,22.0
2021,Reading,4,5121,42.0,50.0
2019,Reading,8,1953,42.0,55.0
2020,Reading,11,6453,42.0,43.0
2021,Math,8,4774,41.0,50.0
2025,Reading,3,1503,84.0,108.0
2019,Reading,6,2097,25.0,30.0
2015,Reading,8,2781,56.0,80.0
2018,Reading,3,6094,19.0,26.0
2023,Math,8,5463,52.0,75.0
2022,Math,7,3798,36.0,46.0
2017,Math,7,5607,39.0,46.0
2020,Reading,6,126,64.0,81.0
2022,Reading,4,4788,25.0,29.0
2024,Math,7,6840,119.0,134.0
2022,Reading,11,977,46.0,69.0
2019,Math,5,5922,24.0,29.0
2023,Reading,4,4086,86.0,106.0
2020,Math,8,5256,24.0,40.0
2021,Math,11,1970,33.0,37.0
2017,Reading,11,6462,12.0,22.0
2014,Math,4,72,17.0,20.0
2019,Math,5,585,39.0,50.0
2021,Reading,7,540,30.0,41.0
2018,Math,7,6100,33.0,39.0
2024,Math,8,6099,29.0,40.0
2024,Math,11,2113,21.0,23.0
2022,Reading,4,225,233.0,267.0
2023,Math,4,1080,27.0,31.0
2025,Math,11,504,63.0,72.0
2023,Math,5,2772,21.0,30.0
2021,Math,8,4788,33.0,36.0
2022,Reading,3,252,16.0,17.0
2020,Reading,4,6591,25.0,28.0
2016,Math,8,5994,79.0,83.0
2024,Reading,11,6097,11.0,12.0
2025,Math,3,4774,53.0,58.0
2023,Math,5,6854,22.0,27.0
2022,Math,11,252,19.0,26.0
2019,Reading,7,5139,8.0,13.0
2020,Reading,3,6462,17.0,27.0
2023,Reading,3,594,36.0,50.0
2023,Reading,5,1413,22.0,25.0
2023,Math,11,2826,117.0,124.0
2014,Reading,11,4860,26.0,34.0
2025,Reading,11,6983,47.0,52.0
2018,Reading,7,7092,21.0,33.0
2019,Math,4,6165,13.0,14.0
2014,Math,4,6099,37.0,44.0
2022,Reading,4,4617,96.0,110.0
2017,Reading,11,1082,109.0,139.0
2018,Reading,6,1970,23.0,32.0
2018,Math,8,4788,32.0,38.0
2017,Reading,4,3029,67.0,88.0
2023,Reading,8,3231,380.0,443.0
2014,Math,4,1350,36.0,44.0
2019,Reading,11,6030,59.0,77.0
2019,Math,7,3897,14.0,15.0
2018,Math,11,171,34.0,41.0
2023,Reading,6,603,10.0,11.0
2025,Math,4,7038,47.0,51.0
2021,Reading,4,4778,17.0,20.0
2017,Math,6,7110,25.0,34.0
2018,Math,6,5724,12.0,14.0
2017,Reading,11,4505,13.0,23.0
2018,Math,3,6460,24.0,40.0
2019,Math,8,609,102.0,125.0
2023,Reading,7,7038,34.0,60.0
2024,Reading,6,2369,16.0,25.0
2018,Reading,3,3105,66.0,86.0
2020,Reading,5,5616,35.0,55.0
2019,Math,3,6039,592.0,976.0
2025,Reading,11,4774,53.0,62.0
2021,Math,4,3154,25.0,26.0
2023,Math,4,5256,47.0,54.0
2022,Math,7,3154,29.0,38.0
2019,Reading,5,270,13.0,17.0
2017,Math,8,1975,22.0,34.0
2015,Math,11,576,28.0,37.0
2024,Math,3,2016,18.0,24.0
2017,Reading,11,1062,55.0,73.0
2022,Math,4,2781,84.0,96.0
2023,Reading,7,279,44.0,62.0
2021,Reading,4,27,93.0,104.0
2024,Math,4,6035,24.0,34.0
2022,Reading,7,6512,25.0,33.0
2019,Reading,6,99,37.0,45.0
2019,Reading,5,4773,41.0,43.0
2021,Reading,5,4773,47.0,57.0
2025,Math,8,1503,82.0,99.0
2019,Math,7,4777,43.0,53.0
2020,Reading,3,1211,68.0,92.0
2020,Reading,7,576,26.0,37.0
2024,Math,7,1152,58.0,70.0
2022,Reading,5,4068,20.0,24.0
2017,Math,6,5877,82.0,106.0
2019,Math,6,1737,1263.0,1917.0
2018,Math,6,977,22.0,37.0
2023,Reading,3,6273,26.0,37.0
2024,Math,5,3420,39.0,52.0
2018,Reading,8,3942,38.0,50.0
2020,Reading,11,2754,42.0,54.0
2019,Reading,8,27,100.0,131.0
2024,Reading,11,4978,8.0,10.0
2020,Math,11,5256,41.0,49.0
2022,Math,3,4419,37.0,46.0
2025,Reading,5,1413,15.0,22.0
2017,Reading,5,7110,34.0,39.0
2018,Reading,7,6264,38.0,60.0
2025,Reading,7,6096,33.0,40.0
2019,Reading,4,2151,14.0,17.0
2023,Reading,8,1449,8.0,11.0
2025,Math,6,5310,19.0,37.0
2019,Reading,7,1082,80.0,102.0
2019,Math,8,6921,28.0,32.0
2020,Math,11,4043,56.0,66.0
2017,Reading,5,9,36.0,43.0
2015,Reading,4,135,73.0,92.0
2023,Reading,4,1080,22.0,31.0
2025,Math,4,5184,76.0,122.0
2025,Reading,5,4131,187.0,252.0
2021,Math,6,1719,49.0,53.0
2019,Math,3,4581,331.0,370.0
2017,Reading,3,5832,19.0,23.0
2025,Math,11,3798,40.0,41.0
2021,Math,8,1701,92.0,128.0
2025,Reading,5,2846,28.0,36.0
2014,Reading,8,1908,28.0,39.0
2022,Math,4,1350,23.0,28.0
2018,Math,5,4419,36.0,51.0
2020,Reading,6,5697,26.0,33.0
2023,Math,3,63,27.0,32.0
2023,Reading,3,6660,91.0,103.0
2025,Math,10,6768,102.0,113.0
2024,Math,6,5994,35.0,44.0
2017,Reading,5,747,32.0,38.0
2015,Reading,8,1350,29.0,35.0
2020,Reading,4,5607,31.0,35.0
2017,Reading,11,423,23.0,27.0
2017,Reading,4,5283,28.0,31.0
2025,Reading,8,4572,24.0,29.0
2025,Math,10,1638,148.0,152.0
2017,Math,6,882,186.0,298.0
2022,Reading,6,1093,24.0,46.0
2025,Math,7,6983,47.0,59.0
2025,Reading,6,2977,36.0,49.0
2025,Reading,8,4617,76.0,104.0
2019,Reading,11,1602,35.0,45.0
2024,Math,5,2754,28.0,33.0
2017,Math,5,3119,37.0,54.0
2019,Reading,5,6867,94.0,113.0
2017,Math,5,3897,15.0,17.0
2019,Reading,8,6345,25.0,31.0
2014,Reading,11,6536,73.0,90.0
2025,Math,11,6039,621.0,795.0
2017,Math,7,2169,115.0,131.0
2018,Reading,6,6345,14.0,22.0
2014,Math,11,6273,37.0,47.0
2014,Math,8,2016,24.0,29.0
2018,Reading,11,2772,22.0,31.0
2025,Reading,11,4269,22.0,30.0
2020,Math,3,1476,430.0,596.0
2025,Reading,6,1359,25.0,31.0
2018,Reading,7,5607,30.0,54.0
2020,Math,11,819,41.0,50.0
2021,Reading,6,1044,289.0,352.0
2022,Math,3,6983,54.0,56.0
2018,Math,6,6091,23.0,31.0
2022,Reading,3,4527,37.0,43.0
2015,Math,8,4878,51.0,69.0
2018,Reading,4,5463,55.0,76.0
2025,Math,8,6097,6.0,11.0
2023,Reading,7,6408,41.0,64.0
2021,Reading,7,4122,30.0,41.0
2017,Reading,3,6512,20.0,24.0
2015,Reading,8,3691,57.0,80.0
2017,Math,6,2113,13.0,24.0
2021,Math,3,4978,11.0,14.0
2021,Math,11,5283,26.0,31.0
2020,Reading,3,5832,14.0,15.0
2017,Reading,11,3609,15.0,18.0
2024,Reading,7,5724,10.0,13.0
2017,Math,6,5994,40.0,52.0
2025,Math,11,5049,213.0,285.0
2025,Math,8,279,59.0,68.0
2017,Reading,5,1953,21.0,33.0
2021,Math,6,540,37.0,46.0
2017,Reading,5,1944,29.0,38.0
2018,Reading,4,4033,25.0,30.0
2014,Reading,4,5895,14.0,20.0
2019,Math,7,4554,75.0,83.0
2020,Math,5,3114,239.0,275.0
2023,Math,6,1719,38.0,47.0
2025,Reading,10,1093,30.0,40.0
2017,Reading,5,1970,22.0,32.0
2022,Math,4,4774,50.0,54.0
2022,Reading,6,1332,28.0,40.0
2024,Math,6,3906,28.0,32.0
2018,Math,6,6534,50.0,61.0
2022,Reading,5,6983,53.0,56.0
2019,Reading,7,4860,22.0,28.0
2023,Math,11,3609,17.0,33.0
2022,Reading,4,6985,54.0,64.0
2018,Math,5,3141,564.0,724.0
2017,Reading,5,4890,38.0,57.0
2019,Reading,5,1431,21.0,32.0
2018,Reading,8,3798,39.0,60.0
2020,Reading,3,2664,20.0,22.0
2020,Math,5,423,10.0,16.0
2023,Math,4,6990,38.0,50.0
2021,Math,7,6651,24.0,32.0
2022,Math,7,63,22.0,30.0
2025,Math,3,1638,100.0,115.0
2016,Math,11,6660,96.0,128.0
2020,Math,8,1044,270.0,327.0
2015,Math,4,6840,108.0,124.0
2022,Math,11,6957,553.0,674.0
2017,Math,8,594,40.0,59.0
2020,Reading,5,3168,39.0,47.0
2025,Math,6,3537,14.0,24.0
2023,Reading,11,3420,33.0,38.0
2018,Reading,4,18,15.0,22.0
2024,Reading,8,1611,529.0,1012.0
